mat_name,errorfree_iterations,tol,maxiter,error_pos,error_iter,solve_iterations,final_relres,did_converge,realtime_s,pos_2norm
cbuckle.mat,341,1e-06,34100,1623,340,340,7.521781508442716e-07,True,0.229254792,76.93071463755258
cbuckle.mat,341,1e-06,34100,4984,1,352,9.889136090108622e-07,True,0.236578083,376.9187457713634
cbuckle.mat,341,1e-06,34100,4984,85,500,9.49186780784641e-07,True,0.331600709,376.9187457713634
cbuckle.mat,341,1e-06,34100,4984,170,759,9.995743216017738e-07,True,0.50445725,376.9187457713634
cbuckle.mat,341,1e-06,34100,4984,255,661,9.576861725801208e-07,True,0.441529167,376.9187457713634
cbuckle.mat,341,1e-06,34100,4984,340,340,8.882637899378388e-07,True,0.2288585,376.9187457713634
cbuckle.mat,341,1e-06,34100,12236,1,471,9.61527535384795e-07,True,0.315168875,65.19155600888932
cbuckle.mat,341,1e-06,34100,12236,85,336,9.631977630518935e-07,True,0.226567667,65.19155600888932
cbuckle.mat,341,1e-06,34100,12236,170,359,9.963875169172625e-07,True,0.242864,65.19155600888932
cbuckle.mat,341,1e-06,34100,12236,255,359,9.992307518748715e-07,True,0.247574667,65.19155600888932
cbuckle.mat,341,1e-06,34100,12236,340,340,8.168221106972883e-07,True,0.230590958,65.19155600888932
cbuckle.mat,341,1e-06,34100,2259,1,422,9.825358893319897e-07,True,0.284007792,56.46446414928112
